category,page_url,picture_url,title,company,work,qualification,favor,welfare,skill_stack,place,money,employee
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/118190,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F19760%2Fitczrsdxr2kzbaz4__1080_790.jpg&w=1000&q=75,최고 기술 책임자 (CTO),엑스포럼,"• 자사 주최 전시박람회 통합 CRM 구축
• 프로젝트 분석/설계 및 프로젝트 리딩/개발
• 서비스 구현을 위한 개발 전략 수립, 기술 로드맵 제시
• 개발 조직 구축 및 인력 관리


▣ 기술 스택
• Java-Spring Boot, Python-Django/Flask, node.js-Express 등,
   Open-Source 기반의 언어 및 MVC 프레임워크 (PHP 제외)
• PostgreSQL, MariaDB 등 Open-Source 기반의 RDBMS
• React, Vue.js 등 Open-Source 기반의 Front-end Framework
• Jenkins, Redmine 등 Open-Source 기반의 CI/CD System 및 Issue Tracking System
• 형상 관리 시스템 Git
지원자는 기술 선정이 가능하며, 지원자 본인이 해당 기술에 대한 능력과 경험이 풍부하여야 함","• 웹에 대한 전반적인 개발 및 DB 설계 능통자
• 프로젝트 분석/설계 및 프로젝트 리딩/개발이 가능한 분
• 개발 경력 10년 이상이면서, 팀장급 이상 경력 3년 이상","• 非개발직 실무자와의 원활한 커뮤니케이션이 가능한 분
• 강한 책임감과 추진력으로 프로젝트와 개발 조직을 이끌 수 있는 분
• 팀원에 대한 능동적인 코칭 및 피드백이 가능한 분
• 非개발社의 디지털 전환을 도모할 자신이 있는 분
• IaaS, PasS, 혹은 On-Premises에 대한 사용 및 구축이 가능한 분
• PL(PO)로서 제품을 직접 처음부터 끝까지의 (기획, 개발, 런칭, 고도화) 단계를 이행한 경험 보유자
•  IT업계 CTO 혹은 CEO 경력자","• 본사 내 카페 HOWS Seoul 50% 할인
• 시차출퇴근제 ( 9 to 6 / 10 to 7 선택 )
• 법인차량 ( 외근 / 출장시 )","Git
Django
ExpressJS
Flask
MySQL
React
VueJS
Java
Node.js
Python
Jenkins
PostgreSQL
Bugzilla
Spring Boot
Redmine","서울시 송파구 백제고분로9길 5, (잠실동, 스토리2003)",2933,24
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/114369,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F29418%2Ftj0rz92qryzvgcu6__1080_790.png&w=1000&q=75,백엔드 개발자(Back-end Developer),알로카도스,"- Web3 플랫폼 백엔드 시스템 개발 및 운영
- 백오피스 개발 및 운영","- Python 개발 경험을 갖고 상당한 실력을 갖추신 분
- Flask, Django, FastAPI 중 최소 하나의 프레임워크 사용에 능숙하신 분
- RDBMS, NoSQL(MongoDB, Redis)에 대한 설계/개발 경험이 있으신 분
- 기본적인 개발능력 (알고리즘, 자료구조, 운영체제, DB 등)
- AWS/Azure 등의 클라우드 기반 개발 경험이 있으신 분
- 협업에 대해 긍정적이고 적극적인 마인드 및 문서화 능력이 있으신 분","- 자동화된 Unit test, integration test, Code review 등의 개발 문화에 익숙하신 분
- 데이터 파이프라인 (데이터 수집 - 분석 - 서빙) 시스템 개발 경험이 있으신 분
- Docker 기반 CI/CD에 대한 이해가 있거나 구현 경험이 있으신 분
- 실시간/메시징 서비스 개발 경험이 있으신 분
- 대규모 트래픽 처리 경험이 있으신 분","• 유연근무제
    - 오전 11시 이전 자율 출근
    - 주 1회 재택근무
• 자유롭고 수평적인 문화
    - 연 18개의 연차를 자유롭게 사용
    - 직급을 막론하고 수평적인 호칭(닉네임)
    - 자유로운 복장
• 스톡옵션 부여
• 업무에 필요한 최신형 장비 지원
• 경조사비, 교육비, 업무 관련 도서비 지원
• 생일 휴가, 백신 휴가 지급","Git
Android
Azure
Django
Flask
iOS
MongoDB
Redis
JavaScript
Kotlin
Python
Swift
TypeScript
Blockchain
AWS
NoSQL
RDBMS
React.js",서울특별시 강남구 선릉로 428,3154,8
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/65063,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F666%2Fev8xbqrdgjmpvmol__1080_790.jpg&w=1000&q=75,광고플랫폼사 개발지원본부 CTO,인라이플,"• 인라이플 사업 진행 관련 개발-based 신개념 서비스 전반적인 기술 방향성 제시
• 개발 사업부 전체를 총괄하여 관리하는 기술 리더 역할
• 개발 연구 open-소스 적용 권한과 기술 방향성 등을 제시","• 개발팀을 리드하고 관리해 본 경험이 있는 자
• 기술 역량 강화를 위해 지속적인 스킬-up을 하는 자
• B2B, B2C 사업 서비스 시장에 대한 정확한 이해도가 있는  자
• 경영진, 사업 부장과의 커뮤니케이션 스킬이 우수한 자
• 내부 직원이 평가 역량을 평가하는 자","• 석사, 박사 이상 학위자 우대","[당사 기업정보 링크]

• 인라이플 기업 영상 (회사 소개 영상)","Linux
MongoDB
MySQL
Redis
Java
JavaScript
Node.js
SQL
TypeScript
AWS
RDBMS
ElasticSearch
Spring Framework
Spring Boot","서울특별시 구로구 디지털로272, 501-504호 (한신 IT타워)",없음,없음
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/52112,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F1581%2Fzloij1jbdfshr3nq__1080_790.jpg&w=1000&q=75,Engineering Team Lead (개발팀 리더),크리에이트립,"• 크리에이트립 프로덕트 및 비즈니스 목적을 고려한 프로덕트 설계 및 개발
• 크리에이트립 프로덕트 전체 기술 리딩 및 매니징
• 크리에이트립 프로덕트 성능 개선 주도","(필수) skillset

• 7년 이상 개발 경력(또는 그에 준하는 실력)을 보유하신 분
• Node.js, React.js프레임워크에 대한 이해도가 높으신 분
• 엔지니어, 디자이너, 마케터 등 다양한 분야의 이해관계자들과 소통해온 경험이 있으신 분
• 서비스 기획 부터 런칭 A-Z까지를 경험해 보신 분
• 문제 해결 능력이 뛰어나고, 그로부터 성취감을 느끼실 수 있는 분

(필수) 마인드셋

• 다양한 의견을 경청하면서도 본인만의 논리적인 로직을 갖춘 코딩을 추구하시는 분
• 글로벌 서비스에 대한 관심과 열정을 보유하신 분
• 한국의 트렌드가 글로벌로 성장하는 것에 공감하고 이에 대한 관심이 많으신 분
• 스스로의 역량을 한정짓지 않고 탁월한 성과를 기반으로 급진적인 성취와 성장, 보상을 추구하시는 분
• 다양한 백그라운드의 이해관계자들과 목표 지향적인 커뮤니케이션이 가능하신 분
• 스스로 문제를 정의하고 유저와 비즈니스를 함께 고려한 솔루션을 찾으려 노력하시는 분","• 엔지니어 팀이나 프로덕트 팀을 리딩해 보신 경험이 있으신 분
• 속도 빠른 스타트업이나 애자일 조직을 경험해 보신 분
• 컴퓨터 공학이나 이에 준하는 학위를 소지하신 분","팀 문화
• 회고 & 자기계발
적용가능한 신기술에 대해 끊임없이 공부합니다. 데일리 미팅을 통해 하루의 이슈를 공유하고 2주간 스프린트 회고를 통해 그동안의 개발 과정을 투명하게 돌아봅니다. 자발적으로 주간 스터디를 열어 특정 기술에 대해 알아가는 시간을 갖습니다. 

• 자율 & 책임
크리에이트립은 전사적으로도 건강한 조직문화를 꾸준히 실천 중입니다. 자율에 기반한 책임 문화가 잘 뿌리내려 있습니다. 오늘 할 일을 보고 하지 않으며 불필요한 문서화는 지양합니다. 오직 해결해야 할 문제와 팀 전체의 목표가 있을 뿐입니다.

• 투명성
또한 조직 전체에 투명성이 가장 중요한 가치 중 하나로, 급여 이외 대부분의 문서는 언제든 액세스가 가능합니다. 타 부서 회의록과 회고 내역은 물론이고 운영진의 법인카드 내역 또한 팀원에게 공개 됩니다.

• 내 옆자리는 외국인
크리에이트립은 다양한 국적의 외국인 엘리트 팀원이 많습니다. 사무실에서 들리는 중국어, 태국어, 일본어, 영어, 베트남어까지 한국 기업에서 경험할 수 없는 다국적 환경을 경험할 수 있습니다.



 혜택
몰입할 수 있게
• 유연 근무와 자율 출근: 모든 사람이 동일한 시간대에 일을 잘할 수는 없습니다. 크리에이트립은 모든 멤버가 최고의 컨디션으로 집중할 수 있도록 유연 근무 및 자율 출근을 실행합니다.
• 매주 화&목요일 재택 근무: 최고의 몰입을 위해 상호 신뢰를 기반으로 매주 화&목요일 재택 근무를 시행합니다.(사무실 근무 필요시 근무 하는 경우는 있습니다. - 예: 역직구 상품 출고)
• 사내추천비 지원: 나만 알고 있기 아까운, 함께 일하고 싶은, 곳곳에 숨어있는 우수한 인재 영입 시 특별한 보상을 지원합니다. (최대 1,000만원)

밥은 먹고 다니자!
• 추가 근무 식대 지원: 1인당 15,000원의 식대가 지원됩니다.
• 무제한 커피&간식 지원: 과자, 커피, 견과류 등 팀원들의 에너지와 당을 채워줄 간식이 지원됩니다. 

인싸가 되기 위한 혜택
• 1:1 점심 지원: 신규 입사자 분이 다른 팀원들과 빨리 친해질 수 있도록 1:1 점심 식대를 지원합니다.  
• 지킴이(Jikimi) 지원: 새로운 멤버가 크리에이트립에 Soft landing 할 수 있게 뉴비지킴이를 지원합니다. 
• 회식비 지원: 분기별/반기별 회식비를 지원합니다. 

SKILL-UP!!!!!!!
• 자기계발비 지원: 분기별 300,000원씩 (매월 100,000원) 도서 구입, 강의 수강, 외국어 학습, 운동, 건강검진, 운전면허학원, 피아노 학원 등 팀원들이 행복을 느끼는 다양한 범위의 비용을 지원합니다.
• 무제한 도서구입: 팀원들이 원하는 도서를 무제한으로 구입해드립니다. 
• 팀 리더 활동비 지원: 팀 업무와 관련하여 프로젝트, 세미나, 컨퍼런스, 사내 스터디 활동 등을 지원하기 위해 팀별 예산을 산정하여 지원합니다. 
• 최고 사양 장비 지원: 역량을 한껏 발휘할 수 있는 최신 장비를 지원해드려요!  

크리에이트립 팀원들은 소중하니까
• 유급 병가 지원: 일반 병가 외에 팀원들의 건강한 회사생활을 위해 1년에 2번의 유급 병가가 지원됩니다. 건강검진 등 건강을 위해 이용해주세요.
• 출/퇴근 시 택시비 지원: 부득이 하게 대중교통 이용이 불가능한 시간대에 출/퇴근을 해야하는 경우 택시비가 지원됩니다.
• 경조사 지원: 모든 크리에이트립 멤버들의 기쁜날, 힘이 되어야 하는 날을 지원합니다.  

특별한 날을 더욱 특별하게
• 명절 상여, 반차: 민족의 대명절 추석, 설날 연휴가 시작되기 전 날은 근로시간을 단축하여 근무합니다. 
• 생일 반차, 기프티콘: 팀원들의 생일을 축하하기 위해 생일 해당 월에 사용가능한 반차와 상품권이 제공됩니다!","Git
GraphQL
React
JavaScript
Node.js
Python
TypeScript
OOP
AWS
ElasticSearch
NodeJS
React.js
React Native","강남구 강남대로 484, 7층 702호",3793,56
VR 엔지니어,https://www.wanted.co.kr/wd/98098,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F28466%2Fvgg5i45a4vqkbpiw__1080_790.jpg&w=1000&q=75,AR/VR Unity 개발자,하이퍼클라우드,"• Unity AR/VR 개발
• Mobile Application 연동하여 통합 AR/VR개발","• 2년 이상 Unity 개발 경력 혹은 그에 준하는 역량을 갖추신 분
• Unity, ARKit, ARCore, Vuforia 등 AR/VR 관련 개발 경험을 가지신 분
• 서버 개발자, 디자인 직군 등 타팀과 원활히 소통이 가능하신 분
• 새로운 것을 배우고자 하는 열정이 있으신 분","• Android, iOS 기반 Unity 런칭 및 개발 경험
• 위치, 비젼기반 AR application 개발 경험
• Sensor Fusion에 대한 이해도 및 기술을 보유한 분
• 대용량 AR/VR 콘텐츠 관련 서버 개발 및 운영 경험
• 새로운 기술에 관심이 많고, 새로운 시도를 즐기시는 분","• 4대 보험, 퇴직금과 같은 당연한 ""기본 복지"" 탑재
• 반차와 연차, 개인 휴가 눈치 안보고 사용할 수 있는 문화
• 커피와 원하는 간식 언제든지 마음껏!
• 업무에 필요한 온,오프라인 교육지원 빵빵 (도서, 온라인 강의 신청 등)
• HYPER Vacation : 2,4년 장기 근속자 7,14일 유급휴가 + 근속 포상 
• HYPER Friday : 짝수달 4번째 금요일 2시 칼 퇴근~

하이퍼클라우드 멤버들을 위한 질 좋은 복지들은 지속적으로 생성중입니다....ing.....","Github
Android
iOS
MySQL
React
Tensorflow
Java
JavaScript
Kotlin
Node.js
Swift
TypeScript
AR
VR
AWS
C++
ARRT
ORM
iOS 개발
GPS
Maya
Unity3D
React.js
React Native",서울특별시 강남구 논현로95길24,4217,23
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/109612,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F31808%2Ffpurtfnjgommiukb__1080_790.png&w=1000&q=75,백엔드 엔지니어 (Node.js),쉐어아트,"• 백엔드 플랫폼 설계 및 개발
• 서비스 성능 개선 및 리팩터링

＜ 기술 스택 ＞
• TypeScript, Node.js, Express.js, Docker 등

＜전형절차를 알려드려요＞
• 서류 전형 → 1차 실무/조직 문화 인터뷰 → 2차 임원 인터뷰 → 처우 협의 및 확정
• 간단한 확인을 위해 각 전형 사이에 15분 내외의 전화 인터뷰 요청을 드릴 수 있어요
• 입사 후 3개월 동안 서로 잘 맞는지 알아보는 수습 기간이 있어요 (연봉 및 혜택 100% 지급)","• 백엔드 개발 경력 3년 이상 또는 그에 준하는 실력을 가지신 분
• REST API 기반 설계 경험이 있으신 분
• 다른 팀원들과 협업 능력이 좋으신 분
• 더 나은 서비스와 코드 향상을 위해 주도적으로 문제 정의/해결한 경험이 있으신 분","• 소셜 네트워킹, 커뮤니케이션 서비스나 기능 개발 및 운영 경험이 있으신 분
• DevOps 관심과 경험이 있으신 분
• 웹3.0이 이루는 비즈니스 및 관련 기술(블록체인, NFT등)에 대한 관심과 경험
• 비즈니스 여건을 이해하고 상황에 따라 유연한 개발을 할 수 있으신 분
• 영어 능통자 또는 꾸준히 배울 의지가 있는 분","• 담당 업무의 책임과 권한 바탕으로 무제한 자율 휴가
• 유연근무/탄력근무 (8시~11시 출근 및 근무시간 자율 조정 / 11시~17시는 오피스아워)
• 원격근무 (장소 불문 주1회 시행, 확대 예정)
• 성장과 성과에 따라 리프레시휴가, 비정기 급여인상, 스톡옵션 및 인센티브 등 지급
• 최신 장비 및 업무 환경 제공 / 교육비 무제한 제공
• 학동역 5분 거리 오피스 (간식/음료/마사지체어)","Git
JIRA
Slack
JavaScript
TypeScript
AWS","서울시 강남구 학동로 20길 19-3,4층(논현동)",없음,없음
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/64147,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F4799%2Fst1a0pxgjq7paa7q__1080_790.jpg&w=1000&q=75,Tech Lead,미스터즈가라지(타봄),"• 스프린트 계획 단계에서 이해 관계자와 긴밀히 협력하여 비즈니스 요구 사항을 이해하고 이를 개발 팀의 기술 요구 사항으로 변환하는 데 도움을 줍니다.
• 기능 또는 시스템 설계에 대한 기술 사양 계획 및 문서화를 책임집니다.
• 비즈니스 프로세스 및 애플리케이션 요구 사항을 충족하는 애플리케이션 설계, 구축 및 구성을 총괄합니다.
• 스크럼 개발팀의 SW의 설계, 개발, 코딩, 테스트 및 디버깅 업무에 대해 관리합니다.
• 테스트 가능하고 확장 가능하며 효율적인 코드 작성 및 코드 검토를 주도합니다.
• 주니어 팀 구성원을 멘토링하고 소프트웨어 품질에 대한 표준을 관리 및 준수하도록 합니다.","- Python & Django Framework 기반 서버 개발 경력 5년 이상
- Restful API 설계/구현 경험이 있으신 분
- NoSQL(Redis, Elastic Search) 개발 및 운영 경험이 있으신 분
- 대규모 서비스 설계, 구축, 운영 경험이 있으신 분
- 다양한 팀, 개발팀과 함께 복잡한 비즈니스 요구사항을 풀어내며 적극적이고 원활한 커뮤니케이션이 가능하신 분","• 맡은 일에 책임을 다하고, 팀웍을 중시하시는 분
• 능동적이고 자기주도적인 업무 수행이 가능한 분
• OKR, 애자일과 같은 프로젝트 매니징 방법론에 대한 경험이 있으신 분
• 모빌리티 시장에 대한 경험이 있으신 분
• 초기 시장 형성에 대한 경험이 있으신 분
• 자동차 시장에 관심도가 높고, 커뮤니티 활동 경험이 있으신 분","## 1  |  자동차 매니아를 위한 최고의 경험을 지원합니다.

- “타봄” 체험비 무제한 무료!!
- 신차 체험 및 트랙 체험 지원 

## 2  |  노력과 성과에 대한 보상을 존중합니다.

  - (개인 or 회사의) 성장/성과에 따른 인센티브 제공 
- 업계 최고의 동료들과 함께하는 스터디비 지원

  ## 3  |  팀원의 성장을 응원하고 지원합니다.  

- 성장을 위한 업무 관련 교육 또는 세미나 100% 지원 
- 업무 관련 도서 무제한 지원
 - 도서, 논문 구매비 지원

  ## 4  |  최고의 환경과 장비를 제공합니다.  

- 강남역 도보 3분 거리에 있는 사옥 (겨울철에도 지하로 출퇴근 가능)
 - 최고급 장비 제공 - 야근 후 귀가 시 편하고 안전하게! 택시비 100%지원","Git
Django
HTML
Python
AWS",서울시 서초구 서초대로 398 플래티넘타워 409호,3731,9
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/41744,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F4799%2Fst1a0pxgjq7paa7q__1080_790.jpg&w=1000&q=75,시니어 백엔드 개발자,미스터즈가라지(타봄),"""타봄"" 개발팀과 함께 타봄 웹/앱 서비스의 백엔드 개발 업무를 진행해 주시면 되십니다.   
• 타봄 앱 서비스 아키텍쳐 및 서버 개발
• 필요 시, 타봄 어드민 페이지 기능 구축","• AWS 클라우드 서비스 경험이 있으신 분
• Python (Flask/Django)에 대한 경험이 3년 이상 있으신 분
• 초기 스타트업의 개발 문화 경험이 있으신 분
• C2C 플랫폼 서비스 운영 및 개발에 대한 경험
• 논리적인 사고를 바탕으로 팀원들과의 효율적인 communication이 가능하신 분","- Open Source 활용 경험이 많으신 분
- 자동차, 모빌리티 시장에 대한 관심이 많으신 분
- Git, Jira, Confluence등 협업 도구 사용 경험이 있는 분
- Restful API 개발 경험자","## 1  |  자동차 매니아를 위한 최고의 경험을 지원합니다.

- “타봄” 체험비 무제한 무료!!
- 신차 체험 및 트랙 체험 지원 

## 2  |  노력과 성과에 대한 보상을 존중합니다.  

- (개인 or 회사의) 성장/성과에 따른 인센티브 제공 
- 업계 최고의 동료들과 함께하는 스터디비 지원

  ## 3  |  팀원의 성장을 응원하고 지원합니다.  

- 성장을 위한 업무 관련 교육 또는 세미나 100% 지원
 - 업무 관련 도서 무제한 지원 
- 도서, 논문 구매비 지원  

## 4  |  최고의 환경과 장비를 제공합니다.  

- 강남역 도보 3분 거리에 있는 사옥 (겨울철에도 지하로 출퇴근 가능) 
- 최고급 장비 제공 - 야근 후 귀가 시 편하고 안전하게! 택시비 100%지원","Git
Django
HTML
Python
AWS",서울시 서초구 서초대로 398 플래티넘타워 409호,3731,9
"CTO,Chief Technology Officer",https://www.wanted.co.kr/wd/62510,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F141%2Fcxwgexqxqtfeyxyy__1080_790.jpg&w=1000&q=75,VP of Engineering (개발실장),어반베이스(Urbanbase),"• 어반베이스 가상화 플랫폼 개발 리딩 
• 어반베이스 Infra, S/W 아키텍처 설계 
• 개발 커뮤니케이션 채널","• 웹, 어플리케이션, 백엔드, 인프라 개발 등 개발 실무 최소 10년 이상 경험 
• 엔지니어 매니저 경력 최소 2년 이상 경험 
• AWS, GCP, Azure 중 하나 이상의 클라우드에 대한 전반적인 지식 보유 
• MSA, Docker, ECS/ECR, K8S 등에 대한 전반적인 지식 보유
• B2B, B2C 개발/운영 경험","• SDK 설계 경험 
• SaaS 플랫폼 설계 경험 
• e커머스 개발경험
• AI, 3D, CV 등의 개발경험","“어반베이스 일잘러의 일과 삶 모두를 응원합니다”

1. Work : 일에만 신경쓰게 해드릴께, 최고의 업무환경, 성장을 위한 지원
 - 일의 몰입과 성장
  * 자율 · 책임근무제 (월 기준 근무시간 자율결정 유연근무제)
  * 몰입을 위한 Focus Day (월 2회 원하는 곳에서 원격 근무)
  * 초과근무수당 지급
  * MacBook Pro, 그램 노트북, 듀얼모니터 제공
 - 성장을 위한 아낌없는 지원
  * 컨퍼런스 참가 및 교육비 지원
  * 13,000여개의 온라인 교육컨텐츠 수강 
  * 도서구입비 무제한 지원

2. Life : 잘쉬고, 잘놀고, 잘쓰는 어반베이스 life
 - 입사 첫날은 2시 출근! (유급 반차 제공)
 - 일은 밥심으로! 중식, 석식 지원
 - 안전한 귀가를 책임집니다. 야근교통비(택시비) 지원
 - 당신의 기쁨과 슬픔도 나누겠습니다. 경조사비, 경조휴가 지원
 - 열심히 일한 당신 떠나라! 프리미엄 리조트 지원
 - 휴가 지원금 제공
 - 직원건강은 어반베이스가 지킨다! 종합건강검진 제공
 - 장기근속 휴가 및 휴가비
 - 소중한 날은 여유롭게! 생일/결혼기념일 당일 유급휴가
 - 연말엔 충분한 휴식을! 연말 Refresh 휴가 운영

3. Culture : 함께하면 멀리 갈 수 있습니다
 - 나이나 직급 관계없이 모든 직원 '님' 호칭 및 존댓말 사용
 - 회사의 방향성과 의견을 공유하는 월간 '타운홀' 미팅 시행
 - 휴가 사용 시 눈치보는 직원이 더 이상한 회사,
 - 빌런 없는 근무 환경, 선한영향력을 지닌 동료들
 - 멜트in어반(신규 입사자 적응걱정 No No, 온보딩 제도)
 - 함께 밥먹고 소통하는, 월 1회 랜덤런치 제도
 - 놀때도 제대로 논다! 연 1회 팀별 플레이샵 지원
 - 회사 운영을 함께 토론하고 참여하는 ‘어반 자치단체’ 운영

어반베이스의 다양한 복지제도와 소통프로그램은 지금도 열심히 연구하고 기획되고 있습니다. : )


[어반베이스의 10가지 상식 - This is how we do it.]
1. 사회적 규범과 공동의 규칙을 준수합니다.
2. 생각과 감정은 자유롭게, 말과 행동, 결과에는 책임을 지는 사람들입니다.
3. 잘못된 일 일수록 빨리 보고합니다. 돌아가더라도 바른 길을 가는 것이 지름길입니다.
4. 일의 시작 전, 목적과 목표, 일의 책임자를 명확하게 기록하고 관련자들에게 전달합니다.
5. 자료는 쉽고 간결하게 정리하여 빠르게 공유합니다.
6. 문제는 발견한 사람이 해결자와 함께 해결합니다.
7. 침묵하지 않습니다. 모든 일에 반대 또는 찬성 그 외의 의견을 표시합니다.
8. 비교는 나의 과거와 하는 것이고, 경쟁은 나의 목표와 하는 것입니다.
9. 혼자 가면 빨리가지만, 함께 가면 멀리갑니다.
10. 일이 끝나면 내가 잘했던 것은 무엇인지 더 잘해야 할 것은 무엇인지 회고합니다.

[어반베이스 더 알아보기]
- 프롭테크의 선두주자 어반베이스 : ","Git
AngularJS
Pytorch
Tensorflow
VueJS
Unreal Engine
CSS
HTML
Java
JavaScript
PHP
Python
R
OOP
OpenCV
Unity3D
React Native",서울특별시 서초구 서초대로77길 17,4339,56
